"ReceiptID";"TransactionID";"ProductID";"Quantity";"PriceAtPurchase"
1148;454;37;3;12.5
1149;455;24;3;26.99
1150;455;38;3;21.0
1151;455;32;1;38.5
1152;455;13;1;29.99
1153;456;15;3;19.95
1154;457;22;1;18.5
1155;458;20;1;42.0
1156;458;7;2;85.0
1157;458;14;2;45.0
1158;458;34;1;22.0
1159;459;6;3;120.0
1160;459;3;2;349.99
1161;459;15;3;19.95
1162;460;38;1;21.0
1163;461;5;2;65.0
1164;461;38;3;21.0
1165;461;37;1;12.5
1166;461;4;1;79.99
1167;462;26;2;79.99
1168;462;21;1;34.0
1169;462;29;1;45.0
1170;463;10;1;180.0
1171;464;21;2;34.0
1172;464;27;1;45.0
1173;464;8;2;22.5
1174;464;35;2;28.5
1175;465;6;1;120.0
1176;466;14;2;45.0
1177;467;23;3;65.0
1178;467;26;1;79.99
1179;468;12;2;28.0
1180;468;2;3;89.5
1181;468;26;3;79.99
1182;469;30;1;16.99
1183;470;4;1;79.99
1184;471;24;1;26.99
1185;471;6;1;120.0
1186;471;38;1;21.0
1187;471;17;1;115.0
1188;472;6;1;120.0
1189;472;22;1;18.5
1190;473;37;3;12.5
1191;473;28;2;59.99
1192;474;28;1;59.99
1193;474;12;2;28.0
1194;474;23;2;65.0
1195;474;14;2;45.0
1196;475;19;2;24.5
1197;475;32;3;38.5
1198;476;18;2;249.99
1199;477;34;3;22.0
1200;477;16;3;34.99
1201;478;31;2;129.0
1202;478;35;3;28.5
1203;478;32;3;38.5
1204;479;12;3;28.0
1205;479;2;1;89.5
1206;479;21;1;34.0
1207;480;31;3;129.0
1208;481;11;1;39.99
1209;481;7;3;85.0
1210;482;15;3;19.95
1211;483;12;3;28.0
1212;483;16;2;34.99
1213;484;38;3;21.0
1214;484;2;3;89.5
1215;484;23;1;65.0
1216;485;35;1;28.5
1217;485;20;1;42.0
1218;485;12;1;28.0
1219;485;32;1;38.5
1220;486;34;2;22.0
1221;487;9;3;145.0
1222;487;22;1;18.5
1223;488;10;3;180.0
1224;489;34;2;22.0
1225;490;38;2;21.0
1226;490;7;1;85.0
1227;490;22;1;18.5
1228;490;20;3;42.0
1229;491;21;2;34.0
1230;491;12;1;28.0
1231;491;36;3;13.5
1232;491;40;3;44.99
1233;492;19;3;24.5
1234;492;9;1;145.0
1235;492;12;3;28.0
1236;493;12;3;28.0
1237;494;37;2;12.5
1238;494;7;1;85.0
1239;495;16;2;34.99
1240;496;22;2;18.5
1241;497;16;2;34.99
1242;497;5;2;65.0
1243;498;4;2;79.99
1244;499;11;2;39.99
1245;499;27;3;45.0
1246;499;32;2;38.5
1247;499;25;1;14.99
1248;500;11;1;39.99
1249;500;29;1;45.0
